[offsets]
PIX	    AZ		    EL		    COMMENT
B1M3	0.060790	-0.030935	FIDUCIAL
B1M1	0.061273	0.000406	THEORY
B1M2	0.091139	-0.000226	THEORY
B1M4	0.093381	-0.032414	THEORY
B1M5	0.062584	-0.062968	THEORY
B1M6	0.092809	-0.063639	THEORY
B1M6	-0.013266	0.009544	AS_MEASURED
B1M7	0.060754	-0.094123	THEORY
B1M8	0.093356	-0.093331	THEORY
